step,t,phase,move,move_name,trunk_z,trunk_roll,trunk_pitch,trunk_vz,trunk_roll_rate
225,4.5000,-0.152427,0,squat_bounce,0.107723,0.002150,-0.001651,0.000562,0.011202
226,4.5200,0.098817,0,squat_bounce,0.107757,0.002319,-0.002087,0.002327,0.009303
227,4.5400,0.350061,1,weight_shift,0.108015,0.002482,-0.002641,0.021400,0.015039
228,4.5600,0.601304,1,weight_shift,0.108680,0.002574,-0.003240,0.039223,0.001810
229,4.5800,0.852548,1,weight_shift,0.109570,0.002663,-0.003664,0.045505,-0.000555
230,4.6000,1.103791,1,weight_shift,0.110498,0.002905,-0.003585,0.045994,0.017250
231,4.6200,1.355035,1,weight_shift,0.111363,0.003048,-0.003393,0.041990,0.008137
232,4.6400,1.606279,1,weight_shift,0.112124,0.003094,-0.003428,0.036049,0.001662
233,4.6600,1.857522,1,weight_shift,0.112762,0.003021,-0.003724,0.029510,-0.008280
234,4.6800,2.108766,1,weight_shift,0.113279,0.002788,-0.004054,0.023586,-0.011716
235,4.7000,2.360010,1,weight_shift,0.113671,0.002358,-0.004313,0.018184,-0.020116
236,4.7200,2.611253,1,weight_shift,0.113991,0.001898,-0.004605,0.014641,-0.022507
237,4.7400,2.862497,1,weight_shift,0.114240,0.001412,-0.004918,0.011225,-0.024310
238,4.7600,3.113741,1,weight_shift,0.114431,0.000892,-0.005142,0.008627,-0.025882
239,4.7800,-2.918201,1,weight_shift,0.114589,0.000492,-0.005373,0.007929,-0.009469
240,4.8000,-2.666957,1,weight_shift,0.114726,0.000442,-0.005537,0.005624,-0.005532
241,4.8200,-2.415714,1,weight_shift,0.114825,0.000378,-0.005499,0.004843,0.002517
242,4.8400,-2.164470,1,weight_shift,0.114904,0.000445,-0.005326,0.003835,0.005467
243,4.8600,-1.913227,1,weight_shift,0.114970,0.000586,-0.005134,0.003285,0.009173
244,4.8800,-1.661983,1,weight_shift,0.115015,0.000886,-0.004883,0.001548,0.016528
245,4.9000,-1.410739,1,weight_shift,0.115051,0.001348,-0.004484,0.001372,0.020141
246,4.9200,-1.159496,1,weight_shift,0.115087,0.001871,-0.003904,0.001322,0.021922
247,4.9400,-0.908252,1,weight_shift,0.115131,0.002231,-0.003174,0.002459,0.009583
248,4.9600,-0.657008,1,weight_shift,0.115170,0.002424,-0.002486,0.001852,0.016632
249,4.9800,-0.405765,1,weight_shift,0.115195,0.002668,-0.001970,0.000319,0.011515
250,5.0000,-0.154521,1,weight_shift,0.115220,0.002897,-0.001607,0.001761,0.013756
251,5.0200,0.096723,1,weight_shift,0.115226,0.003085,-0.001334,0.000283,0.003595
252,5.0400,0.347966,1,weight_shift,0.115241,0.003283,-0.001115,0.000508,0.004059
253,5.0600,0.599210,1,weight_shift,0.115245,0.003459,-0.000905,0.000283,0.001936
254,5.0800,0.850453,1,weight_shift,0.115261,0.003547,-0.000736,0.000526,-0.001703
255,5.1000,1.101697,1,weight_shift,0.115261,0.003472,-0.000644,0.000240,-0.008119
256,5.1200,1.352941,1,weight_shift,0.115276,0.003314,-0.000597,0.000878,-0.013522
257,5.1400,1.604184,1,weight_shift,0.115292,0.003066,-0.000650,0.000987,-0.012333
258,5.1600,1.855428,1,weight_shift,0.115309,0.002839,-0.000780,0.000739,-0.014676
259,5.1800,2.106672,1,weight_shift,0.115332,0.002601,-0.000947,0.001010,-0.011633
260,5.2000,2.357915,1,weight_shift,0.115348,0.002389,-0.001104,0.000605,-0.005211
261,5.2200,2.609159,1,weight_shift,0.115370,0.002298,-0.001129,0.000681,-0.011041
262,5.2400,2.860403,1,weight_shift,0.115387,0.002066,-0.001138,0.001116,-0.006851
263,5.2600,3.111646,1,weight_shift,0.115407,0.001978,-0.001036,0.000917,-0.004282
264,5.2800,-2.920296,1,weight_shift,0.115417,0.001793,-0.000900,0.000636,-0.009115
265,5.3000,-2.669052,1,weight_shift,0.115427,0.001593,-0.000762,0.000425,-0.011688
266,5.3200,-2.417808,1,weight_shift,0.115441,0.001461,-0.000625,0.000798,-0.004894
267,5.3400,-2.166565,1,weight_shift,0.115451,0.001323,-0.000511,0.000759,-0.003684
268,5.3600,-1.915321,1,weight_shift,0.115461,0.001248,-0.000476,0.000856,0.000179
269,5.3800,-1.664077,1,weight_shift,0.115468,0.001230,-0.000499,0.000433,0.000800
270,5.4000,-1.412834,1,weight_shift,0.115487,0.001402,-0.000601,0.001010,0.012379
271,5.4200,-1.161590,1,weight_shift,0.115495,0.001554,-0.000760,0.000399,0.007482
272,5.4400,-0.910346,1,weight_shift,0.115511,0.001809,-0.000978,0.000846,0.015370
273,5.4600,-0.659103,1,weight_shift,0.115521,0.002051,-0.001192,0.000362,0.010295
274,5.4800,-0.407859,1,weight_shift,0.115533,0.002285,-0.001374,0.000594,0.012644
275,5.5000,-0.156616,1,weight_shift,0.115538,0.002464,-0.001497,0.000115,0.006894
276,5.5200,0.094628,1,weight_shift,0.115546,0.002643,-0.001562,0.000449,0.009942
277,5.5400,0.345872,1,weight_shift,0.115554,0.002849,-0.001544,0.000323,0.010250
278,5.5600,0.597115,1,weight_shift,0.115555,0.003020,-0.001435,-0.000446,0.003249
279,5.5800,0.848359,1,weight_shift,0.115553,0.003108,-0.001330,0.000005,0.003817
280,5.6000,1.099603,1,weight_shift,0.115552,0.003153,-0.001266,-0.000310,-0.001077
281,5.6200,1.350846,1,weight_shift,0.115552,0.003155,-0.001223,-0.000387,-0.004063
282,5.6400,1.602090,1,weight_shift,0.115558,0.003147,-0.001202,0.000389,0.000118
283,5.6600,1.853334,1,weight_shift,0.115566,0.003144,-0.001225,0.000680,0.003276
284,5.6800,2.104577,1,weight_shift,0.115569,0.003042,-0.001271,0.000536,-0.001547
